Item Name,Category,Price,Date,IsMonsoon,IsPaydayWindow,IsLocalHoliday,IsDiwaliSeason,IsHoliSeason,IsEidSeason,MRPBand,IsStockout,Quantity,DayOfWeek,Month,Day
Shampoo,Personal Care,65.68,2021-11-03,0,1,0,1,0,0,51–80,0,22.0,2,11,3
Sugar,Grocery,98.86,2021-11-04,0,0,0,1,0,0,81–120,0,72.0,3,11,4
Toothpaste,Personal Care,70.68,2021-11-05,0,0,0,1,0,0,51–80,0,18.0,4,11,5
Soap,Personal Care,77.84,2021-11-06,0,0,0,1,0,0,51–80,0,21.0,5,11,6
Rice,Grocery,86.11,2021-11-07,0,0,0,1,0,0,81–120,0,79.0,6,11,7
Soap,Personal Care,95.77,2021-11-08,0,0,0,1,0,0,81–120,0,13.0,0,11,8
Salt,Grocery,89.66,2021-11-09,0,0,0,1,0,0,81–120,0,73.0,1,11,9
Milk,Dairy,71.88,2021-11-10,0,0,0,1,0,0,51–80,0,57.0,2,11,10
Shampoo,Personal Care,22.58,2021-11-11,0,0,0,1,0,0,21–50,0,35.0,3,11,11
Sugar,Grocery,35.17,2021-11-12,0,0,0,1,0,0,21–50,0,93.0,4,11,12
Soap,Personal Care,43.63,2021-11-13,0,0,0,1,0,0,21–50,0,34.0,5,11,13
Milk,Dairy,32.35,2021-11-14,0,0,0,1,0,0,21–50,0,69.0,6,11,14
Toothpaste,Personal Care,82.93,2021-11-15,0,0,0,1,0,0,81–120,0,19.0,0,11,15
Juice,Beverages,11.96,2021-11-16,0,0,0,1,0,0,≤20,0,62.0,1,11,16
Milk,Dairy,47.92,2021-11-17,0,0,0,1,0,0,21–50,0,55.0,2,11,17
Biscuits,Snacks,12.0,2021-11-18,0,0,0,1,0,0,≤20,0,79.0,3,11,18
Soap,Personal Care,35.63,2021-11-19,0,0,0,1,0,0,21–50,0,34.0,4,11,19
Toothpaste,Personal Care,98.29,2021-11-20,0,0,0,1,0,0,81–120,0,12.0,5,11,20
Biscuits,Snacks,59.23,2021-11-21,0,0,0,1,0,0,51–80,0,61.0,6,11,21
Biscuits,Snacks,11.46,2021-11-22,0,0,0,1,0,0,≤20,0,69.0,0,11,22
Rice,Grocery,39.15,2021-11-23,0,0,0,1,0,0,21–50,0,85.0,1,11,23
Juice,Beverages,21.78,2021-11-24,0,0,0,1,0,0,21–50,0,59.0,2,11,24
Toothpaste,Personal Care,18.16,2021-11-25,0,0,0,1,0,0,≤20,0,41.0,3,11,25
Milk,Dairy,97.4,2021-11-26,0,0,0,0,0,0,81–120,0,41.0,4,11,26
Sugar,Grocery,87.36,2021-11-27,0,0,0,0,0,0,81–120,0,46.0,5,11,27
Soap,Personal Care,45.09,2021-11-28,0,1,0,0,0,0,21–50,0,28.0,6,11,28
Toothpaste,Personal Care,26.78,2021-11-29,0,1,0,0,0,0,21–50,0,39.0,0,11,29
Bread,Bakery,28.02,2021-11-30,0,1,0,0,0,0,21–50,0,60.0,1,11,30
Milk,Dairy,70.73,2021-12-01,0,1,0,0,0,0,51–80,0,57.0,2,12,1
Toothpaste,Personal Care,74.51,2021-12-02,0,1,0,0,0,0,51–80,0,17.0,3,12,2
Toothpaste,Personal Care,86.74,2021-12-03,0,1,0,0,0,0,81–120,0,21.0,4,12,3
Rice,Grocery,40.84,2021-12-04,0,0,0,0,0,0,21–50,0,71.0,5,12,4
Milk,Dairy,21.15,2021-12-05,0,0,0,0,0,0,21–50,0,77.0,6,12,5
Shampoo,Personal Care,82.62,2021-12-06,0,0,0,0,0,0,81–120,0,12.0,0,12,6
Shampoo,Personal Care,73.93,2021-12-07,0,0,0,0,0,0,51–80,0,12.0,1,12,7
Salt,Grocery,24.66,2021-12-08,0,0,0,0,0,0,21–50,0,74.0,2,12,8
Biscuits,Snacks,26.01,2021-12-09,0,0,0,0,0,0,21–50,1,0.0,3,12,9
Bread,Bakery,33.81,2021-12-10,0,0,0,0,0,0,21–50,0,53.0,4,12,10
Rice,Grocery,31.62,2021-12-11,0,0,0,0,0,0,21–50,0,69.0,5,12,11
Toothpaste,Personal Care,27.36,2021-12-12,0,0,0,0,0,0,21–50,0,31.0,6,12,12
Sugar,Grocery,40.51,2021-12-13,0,0,0,0,0,0,21–50,0,63.0,0,12,13
Sugar,Grocery,28.19,2021-12-14,0,0,0,0,0,0,21–50,0,72.0,1,12,14
Salt,Grocery,93.57,2021-12-15,0,0,0,0,0,0,81–120,0,51.0,2,12,15
Bread,Bakery,79.65,2021-12-16,0,0,0,0,0,0,51–80,0,42.0,3,12,16
Rice,Grocery,90.6,2021-12-17,0,0,0,0,0,0,81–120,0,56.0,4,12,17
Toothpaste,Personal Care,37.76,2021-12-18,0,0,0,0,0,0,21–50,0,24.0,5,12,18
Biscuits,Snacks,99.48,2021-12-19,0,0,0,0,0,0,81–120,0,31.0,6,12,19
Salt,Grocery,13.08,2021-12-20,0,0,0,0,0,0,≤20,0,74.0,0,12,20
Bread,Bakery,64.22,2021-12-21,0,0,0,0,0,0,51–80,0,40.0,1,12,21
Biscuits,Snacks,47.28,2021-12-22,0,0,0,0,0,0,21–50,0,48.0,2,12,22
Rice,Grocery,33.87,2021-12-23,0,0,0,0,0,0,21–50,0,72.0,3,12,23
Salt,Grocery,34.33,2021-12-24,0,0,0,0,0,0,21–50,0,70.0,4,12,24
Toothpaste,Personal Care,39.5,2021-12-25,0,0,1,0,0,0,21–50,0,32.0,5,12,25
Toothpaste,Personal Care,55.24,2021-12-26,0,0,0,0,0,0,51–80,0,24.0,6,12,26
Soap,Personal Care,60.92,2021-12-27,0,0,0,0,0,0,51–80,0,23.0,0,12,27
Soap,Personal Care,97.28,2021-12-28,0,1,0,0,0,0,81–120,0,12.0,1,12,28
Juice,Beverages,85.43,2021-12-29,0,1,0,0,0,0,81–120,0,27.0,2,12,29
Soap,Personal Care,83.64,2021-12-30,0,1,0,0,0,0,81–120,0,25.0,3,12,30
Salt,Grocery,93.66,2021-12-31,0,1,0,0,0,0,81–120,0,73.0,4,12,31
Rice,Grocery,15.3,2022-01-01,0,1,0,0,0,0,≤20,0,78.0,5,1,1
Bread,Bakery,16.08,2022-01-02,0,1,0,0,0,0,≤20,0,67.0,6,1,2
Rice,Grocery,20.68,2022-01-03,0,1,0,0,0,0,21–50,0,76.0,0,1,3
Soap,Personal Care,26.74,2022-01-04,0,0,0,0,0,0,21–50,0,33.0,1,1,4
Shampoo,Personal Care,49.84,2022-01-05,0,0,0,0,0,0,21–50,0,22.0,2,1,5
Rice,Grocery,99.98,2022-01-06,0,0,0,0,0,0,81–120,0,52.0,3,1,6
Toothpaste,Personal Care,93.01,2022-01-07,0,0,0,0,0,0,81–120,0,18.0,4,1,7
Salt,Grocery,93.67,2022-01-08,0,0,0,0,0,0,81–120,0,48.0,5,1,8
Shampoo,Personal Care,50.72,2022-01-09,0,0,0,0,0,0,51–80,0,23.0,6,1,9
Rice,Grocery,90.85,2022-01-10,0,0,0,0,0,0,81–120,0,53.0,0,1,10
Rice,Grocery,13.49,2022-01-11,0,0,0,0,0,0,≤20,0,74.0,1,1,11
Milk,Dairy,68.99,2022-01-12,0,0,0,0,0,0,51–80,0,39.0,2,1,12
Bread,Bakery,88.86,2022-01-13,0,0,0,0,0,0,81–120,0,37.0,3,1,13
Sugar,Grocery,43.15,2022-01-14,0,0,0,0,0,0,21–50,0,69.0,4,1,14
Biscuits,Snacks,43.2,2022-01-15,0,0,0,0,0,0,21–50,0,47.0,5,1,15
Shampoo,Personal Care,27.73,2022-01-16,0,0,0,0,0,0,21–50,0,30.0,6,1,16
Soap,Personal Care,41.08,2022-01-17,0,0,0,0,0,0,21–50,0,24.0,0,1,17
Rice,Grocery,44.1,2022-01-18,0,0,0,0,0,0,21–50,0,69.0,1,1,18
Juice,Beverages,91.88,2022-01-19,0,0,0,0,0,0,81–120,0,24.0,2,1,19
Biscuits,Snacks,48.62,2022-01-20,0,0,0,0,0,0,21–50,0,49.0,3,1,20
Toothpaste,Personal Care,18.35,2022-01-21,0,0,0,0,0,0,≤20,0,30.0,4,1,21
Bread,Bakery,77.64,2022-01-22,0,0,0,0,0,0,51–80,0,41.0,5,1,22
Rice,Grocery,66.61,2022-01-23,0,0,0,0,0,0,51–80,0,56.0,6,1,23
Bread,Bakery,85.82,2022-01-24,0,0,0,0,0,0,81–120,0,33.0,0,1,24
Sugar,Grocery,29.46,2022-01-25,0,0,0,0,0,0,21–50,0,82.0,1,1,25
Milk,Dairy,47.82,2022-01-26,0,0,1,0,0,0,21–50,0,57.0,2,1,26
Milk,Dairy,28.39,2022-01-27,0,0,0,0,0,0,21–50,0,56.0,3,1,27
Juice,Beverages,78.78,2022-01-28,0,1,0,0,0,0,51–80,0,26.0,4,1,28
Juice,Beverages,73.74,2022-01-29,0,1,0,0,0,0,51–80,0,25.0,5,1,29
Sugar,Grocery,36.92,2022-01-30,0,1,0,0,0,0,21–50,0,73.0,6,1,30
Soap,Personal Care,10.44,2022-01-31,0,1,0,0,0,0,≤20,0,46.0,0,1,31
Bread,Bakery,78.09,2022-02-01,0,1,0,0,0,0,51–80,0,51.0,1,2,1
Juice,Beverages,39.22,2022-02-02,0,1,0,0,0,0,21–50,0,44.0,2,2,2
Soap,Personal Care,63.84,2022-02-03,0,1,0,0,0,0,51–80,0,27.0,3,2,3
Toothpaste,Personal Care,44.62,2022-02-04,0,0,0,0,0,0,21–50,0,25.0,4,2,4
Juice,Beverages,35.87,2022-02-05,0,0,0,0,0,0,21–50,0,42.0,5,2,5
Sugar,Grocery,92.73,2022-02-06,0,0,0,0,0,0,81–120,0,54.0,6,2,6
Toothpaste,Personal Care,46.29,2022-02-07,0,0,0,0,0,0,21–50,0,30.0,0,2,7
Milk,Dairy,28.81,2022-02-08,0,0,0,0,0,0,21–50,0,70.0,1,2,8
Milk,Dairy,54.82,2022-02-09,0,0,0,0,0,0,51–80,0,59.0,2,2,9
Salt,Grocery,22.47,2022-02-10,0,0,0,0,0,0,21–50,0,75.0,3,2,10
Biscuits,Snacks,88.14,2022-02-11,0,0,0,0,0,0,81–120,0,44.0,4,2,11
Shampoo,Personal Care,25.33,2022-02-12,0,0,0,0,0,0,21–50,0,38.0,5,2,12
Sugar,Grocery,35.93,2022-02-13,0,0,0,0,0,0,21–50,0,75.0,6,2,13
Milk,Dairy,85.2,2022-02-14,0,0,0,0,0,0,81–120,1,0.0,0,2,14
Toothpaste,Personal Care,15.07,2022-02-15,0,0,0,0,0,0,≤20,0,31.0,1,2,15
Bread,Bakery,48.36,2022-02-16,0,0,0,0,0,0,21–50,0,48.0,2,2,16
Bread,Bakery,55.06,2022-02-17,0,0,0,0,0,0,51–80,0,54.0,3,2,17
Juice,Beverages,14.66,2022-02-18,0,0,0,0,0,0,≤20,0,52.0,4,2,18
Bread,Bakery,69.87,2022-02-19,0,0,0,0,0,0,51–80,0,45.0,5,2,19
Soap,Personal Care,42.99,2022-02-20,0,0,0,0,0,0,21–50,0,25.0,6,2,20
Toothpaste,Personal Care,39.42,2022-02-21,0,0,0,0,0,0,21–50,0,33.0,0,2,21
Juice,Beverages,23.49,2022-02-22,0,0,0,0,0,0,21–50,0,31.0,1,2,22
Biscuits,Snacks,22.04,2022-02-23,0,0,0,0,0,0,21–50,0,58.0,2,2,23
Rice,Grocery,23.55,2022-02-24,0,0,0,0,0,0,21–50,0,72.0,3,2,24
Biscuits,Snacks,78.6,2022-02-25,0,0,0,0,1,0,51–80,0,62.0,4,2,25
Rice,Grocery,16.47,2022-02-26,0,0,0,0,1,0,≤20,0,86.0,5,2,26
Milk,Dairy,42.33,2022-02-27,0,0,0,0,1,0,21–50,0,70.0,6,2,27
Rice,Grocery,33.19,2022-02-28,0,1,0,0,1,0,21–50,0,78.0,0,2,28
Bread,Bakery,59.97,2022-03-01,0,1,0,0,1,0,51–80,0,60.0,1,3,1
Bread,Bakery,90.33,2022-03-02,0,1,0,0,1,0,81–120,0,42.0,2,3,2
Biscuits,Snacks,60.03,2022-03-03,0,1,0,0,1,0,51–80,0,62.0,3,3,3
Soap,Personal Care,71.37,2022-03-04,0,0,0,0,1,0,51–80,0,15.0,4,3,4
Shampoo,Personal Care,58.37,2022-03-05,0,0,0,0,1,0,51–80,0,37.0,5,3,5
Salt,Grocery,57.49,2022-03-06,0,0,0,0,1,0,51–80,0,62.0,6,3,6
Soap,Personal Care,21.15,2022-03-07,0,0,0,0,1,0,21–50,0,34.0,0,3,7
Rice,Grocery,91.03,2022-03-08,0,0,0,0,1,0,81–120,0,44.0,1,3,8
Milk,Dairy,72.27,2022-03-09,0,0,0,0,1,0,51–80,0,62.0,2,3,9
Shampoo,Personal Care,74.65,2022-03-10,0,0,0,0,1,0,51–80,0,11.0,3,3,10
Juice,Beverages,72.75,2022-03-11,0,0,0,0,1,0,51–80,0,35.0,4,3,11
Shampoo,Personal Care,49.34,2022-03-12,0,0,0,0,1,0,21–50,0,26.0,5,3,12
Bread,Bakery,24.44,2022-03-13,0,0,0,0,1,0,21–50,0,52.0,6,3,13
Milk,Dairy,61.44,2022-03-14,0,0,0,0,1,0,51–80,0,63.0,0,3,14
Shampoo,Personal Care,62.47,2022-03-15,0,0,0,0,1,0,51–80,0,26.0,1,3,15
Biscuits,Snacks,67.74,2022-03-16,0,0,0,0,1,0,51–80,0,48.0,2,3,16
Biscuits,Snacks,58.38,2022-03-17,0,0,0,0,1,0,51–80,0,50.0,3,3,17
Bread,Bakery,57.47,2022-03-18,0,0,0,0,1,0,51–80,0,39.0,4,3,18
Juice,Beverages,18.14,2022-03-19,0,0,0,0,1,0,≤20,0,62.0,5,3,19
Sugar,Grocery,84.47,2022-03-20,0,0,0,0,1,0,81–120,0,65.0,6,3,20
Biscuits,Snacks,40.47,2022-03-21,0,0,0,0,0,0,21–50,0,50.0,0,3,21
Shampoo,Personal Care,56.78,2022-03-22,0,0,0,0,0,0,51–80,0,30.0,1,3,22
Biscuits,Snacks,22.87,2022-03-23,0,0,0,0,0,0,21–50,0,58.0,2,3,23
Sugar,Grocery,55.46,2022-03-24,0,0,0,0,0,0,51–80,0,72.0,3,3,24
Toothpaste,Personal Care,40.45,2022-03-25,0,0,0,0,0,0,21–50,0,22.0,4,3,25
Toothpaste,Personal Care,82.24,2022-03-26,0,0,0,0,0,0,81–120,0,10.0,5,3,26
Biscuits,Snacks,14.58,2022-03-27,0,0,0,0,0,0,≤20,0,54.0,6,3,27
Toothpaste,Personal Care,59.7,2022-03-28,0,1,0,0,0,0,51–80,0,29.0,0,3,28
Rice,Grocery,54.87,2022-03-29,0,1,0,0,0,0,51–80,0,69.0,1,3,29
Biscuits,Snacks,84.62,2022-03-30,0,1,0,0,0,0,81–120,0,37.0,2,3,30
Sugar,Grocery,94.63,2022-03-31,0,1,0,0,0,0,81–120,0,55.0,3,3,31
Milk,Dairy,51.63,2022-04-01,0,1,0,0,0,0,51–80,0,58.0,4,4,1
Bread,Bakery,18.71,2022-04-02,0,1,0,0,0,0,≤20,0,59.0,5,4,2
Soap,Personal Care,30.4,2022-04-03,0,1,0,0,0,0,21–50,0,31.0,6,4,3
Biscuits,Snacks,24.69,2022-04-04,0,0,0,0,0,0,21–50,0,59.0,0,4,4
Juice,Beverages,92.1,2022-04-05,0,0,0,0,0,0,81–120,0,20.0,1,4,5
Sugar,Grocery,91.22,2022-04-06,0,0,0,0,0,0,81–120,0,48.0,2,4,6
Milk,Dairy,67.53,2022-04-07,0,0,0,0,0,0,51–80,1,0.0,3,4,7
Toothpaste,Personal Care,96.23,2022-04-08,0,0,0,0,0,0,81–120,0,6.0,4,4,8
Salt,Grocery,11.12,2022-04-09,0,0,0,0,0,0,≤20,0,76.0,5,4,9
Juice,Beverages,49.33,2022-04-10,0,0,0,0,0,1,21–50,0,44.0,6,4,10
Shampoo,Personal Care,43.78,2022-04-11,0,0,0,0,0,1,21–50,0,32.0,0,4,11
Bread,Bakery,38.77,2022-04-12,0,0,0,0,0,1,21–50,0,59.0,1,4,12
Milk,Dairy,67.94,2022-04-13,0,0,0,0,0,1,51–80,0,49.0,2,4,13
Toothpaste,Personal Care,72.35,2022-04-14,0,0,0,0,0,1,51–80,0,23.0,3,4,14
Biscuits,Snacks,12.79,2022-04-15,0,0,0,0,0,1,≤20,0,65.0,4,4,15
Juice,Beverages,77.21,2022-04-16,0,0,0,0,0,1,51–80,0,31.0,5,4,16
Milk,Dairy,13.71,2022-04-17,0,0,0,0,0,1,≤20,0,84.0,6,4,17
Shampoo,Personal Care,99.6,2022-04-18,0,0,0,0,0,1,81–120,0,12.0,0,4,18
Biscuits,Snacks,84.41,2022-04-19,0,0,0,0,0,1,81–120,0,40.0,1,4,19
Soap,Personal Care,72.71,2022-04-20,0,0,0,0,0,1,51–80,0,29.0,2,4,20
Juice,Beverages,12.34,2022-04-21,0,0,0,0,0,1,≤20,0,39.0,3,4,21
Rice,Grocery,27.52,2022-04-22,0,0,0,0,0,1,21–50,0,83.0,4,4,22
Sugar,Grocery,24.94,2022-04-23,0,0,0,0,0,1,21–50,0,90.0,5,4,23
Rice,Grocery,79.09,2022-04-24,0,0,0,0,0,1,51–80,0,69.0,6,4,24
Rice,Grocery,36.59,2022-04-25,0,0,0,0,0,1,21–50,0,76.0,0,4,25
Milk,Dairy,46.62,2022-04-26,0,0,0,0,0,1,21–50,0,69.0,1,4,26
Rice,Grocery,70.07,2022-04-27,0,0,0,0,0,1,51–80,0,74.0,2,4,27
Salt,Grocery,12.84,2022-04-28,0,1,0,0,0,1,≤20,0,95.0,3,4,28
Biscuits,Snacks,69.94,2022-04-29,0,1,0,0,0,1,51–80,0,39.0,4,4,29
Toothpaste,Personal Care,83.73,2022-04-30,0,1,0,0,0,1,81–120,0,10.0,5,4,30
Salt,Grocery,54.48,2022-05-01,0,1,1,0,0,1,51–80,0,99.0,6,5,1
Biscuits,Snacks,84.08,2022-05-02,0,1,0,0,0,1,81–120,0,45.0,0,5,2
Milk,Dairy,30.55,2022-05-03,0,1,0,0,0,1,21–50,0,85.0,1,5,3
Shampoo,Personal Care,48.02,2022-05-04,0,0,0,0,0,1,21–50,0,29.0,2,5,4
Biscuits,Snacks,31.72,2022-05-05,0,0,0,0,0,1,21–50,0,56.0,3,5,5
Rice,Grocery,89.9,2022-05-06,0,0,0,0,0,1,81–120,0,64.0,4,5,6
Toothpaste,Personal Care,51.8,2022-05-07,0,0,0,0,0,1,51–80,0,32.0,5,5,7
Biscuits,Snacks,27.85,2022-05-08,0,0,0,0,0,1,21–50,0,59.0,6,5,8
Toothpaste,Personal Care,87.66,2022-05-09,0,0,0,0,0,1,81–120,0,20.0,0,5,9
Bread,Bakery,75.65,2022-05-10,0,0,0,0,0,1,51–80,0,53.0,1,5,10
Milk,Dairy,99.38,2022-05-11,0,0,0,0,0,1,81–120,0,53.0,2,5,11
Juice,Beverages,77.01,2022-05-12,0,0,0,0,0,1,51–80,0,25.0,3,5,12
Sugar,Grocery,60.89,2022-05-13,0,0,0,0,0,1,51–80,0,78.0,4,5,13
Salt,Grocery,85.66,2022-05-14,0,0,0,0,0,1,81–120,0,65.0,5,5,14
Juice,Beverages,54.24,2022-05-15,0,0,0,0,0,1,51–80,0,31.0,6,5,15
Biscuits,Snacks,16.31,2022-05-16,0,0,0,0,0,1,≤20,0,51.0,0,5,16
Bread,Bakery,50.25,2022-05-17,0,0,0,0,0,1,51–80,0,57.0,1,5,17
Milk,Dairy,62.38,2022-05-18,0,0,0,0,0,1,51–80,0,61.0,2,5,18
Salt,Grocery,77.11,2022-05-19,0,0,0,0,0,1,51–80,0,65.0,3,5,19
Soap,Personal Care,86.83,2022-05-20,0,0,0,0,0,1,81–120,0,17.0,4,5,20
Biscuits,Snacks,76.53,2022-05-21,0,0,0,0,0,1,51–80,0,47.0,5,5,21
Shampoo,Personal Care,32.96,2022-05-22,0,0,0,0,0,1,21–50,0,32.0,6,5,22
Bread,Bakery,88.82,2022-05-23,0,0,0,0,0,1,81–120,0,53.0,0,5,23
Shampoo,Personal Care,24.93,2022-05-24,0,0,0,0,0,1,21–50,0,40.0,1,5,24
Toothpaste,Personal Care,88.37,2022-05-25,0,0,0,0,0,1,81–120,0,12.0,2,5,25
Biscuits,Snacks,44.91,2022-05-26,0,0,0,0,0,0,21–50,0,41.0,3,5,26
Bread,Bakery,90.32,2022-05-27,0,0,0,0,0,0,81–120,0,46.0,4,5,27
Shampoo,Personal Care,67.85,2022-05-28,0,1,0,0,0,0,51–80,0,35.0,5,5,28
Salt,Grocery,22.55,2022-05-29,0,1,0,0,0,0,21–50,0,87.0,6,5,29
Juice,Beverages,55.29,2022-05-30,0,1,0,0,0,0,51–80,1,0.0,0,5,30
Bread,Bakery,56.11,2022-05-31,0,1,0,0,0,0,51–80,0,56.0,1,5,31
Salt,Grocery,46.93,2022-06-01,1,1,0,0,0,0,21–50,0,79.0,2,6,1
Sugar,Grocery,22.3,2022-06-02,1,1,0,0,0,0,21–50,0,86.0,3,6,2
Juice,Beverages,10.24,2022-06-03,1,1,0,0,0,0,≤20,0,50.0,4,6,3
Toothpaste,Personal Care,34.48,2022-06-04,1,0,0,0,0,0,21–50,0,33.0,5,6,4
Rice,Grocery,57.67,2022-06-05,1,0,0,0,0,0,51–80,0,76.0,6,6,5
Bread,Bakery,86.0,2022-06-06,1,0,0,0,0,0,81–120,0,47.0,0,6,6
Soap,Personal Care,42.45,2022-06-07,1,0,0,0,0,0,21–50,0,25.0,1,6,7
Soap,Personal Care,54.73,2022-06-08,1,0,0,0,0,0,51–80,0,23.0,2,6,8
Rice,Grocery,75.16,2022-06-09,1,0,0,0,0,0,51–80,0,57.0,3,6,9
Shampoo,Personal Care,81.78,2022-06-10,1,0,0,0,0,0,81–120,0,23.0,4,6,10
Salt,Grocery,70.67,2022-06-11,1,0,0,0,0,0,51–80,0,65.0,5,6,11
Salt,Grocery,19.05,2022-06-12,1,0,0,0,0,0,≤20,0,75.0,6,6,12
Toothpaste,Personal Care,95.03,2022-06-13,1,0,0,0,0,0,81–120,0,13.0,0,6,13
Juice,Beverages,99.19,2022-06-14,1,0,0,0,0,0,81–120,0,23.0,1,6,14
Juice,Beverages,89.87,2022-06-15,1,0,0,0,0,0,81–120,0,28.0,2,6,15
Sugar,Grocery,68.37,2022-06-16,1,0,0,0,0,0,51–80,0,66.0,3,6,16
Rice,Grocery,22.17,2022-06-17,1,0,0,0,0,0,21–50,0,84.0,4,6,17
Bread,Bakery,41.63,2022-06-18,1,0,0,0,0,0,21–50,0,45.0,5,6,18
Rice,Grocery,71.82,2022-06-19,1,0,0,0,0,0,51–80,0,63.0,6,6,19
Soap,Personal Care,85.23,2022-06-20,1,0,0,0,0,0,81–120,0,9.0,0,6,20
Salt,Grocery,98.96,2022-06-21,1,0,0,0,0,0,81–120,0,65.0,1,6,21
Bread,Bakery,41.8,2022-06-22,1,0,0,0,0,0,21–50,0,49.0,2,6,22
Salt,Grocery,99.84,2022-06-23,1,0,0,0,0,0,81–120,0,63.0,3,6,23
Shampoo,Personal Care,20.71,2022-06-24,1,0,0,0,0,0,21–50,0,26.0,4,6,24
Shampoo,Personal Care,75.79,2022-06-25,1,0,0,0,0,0,51–80,0,23.0,5,6,25
Sugar,Grocery,88.59,2022-06-26,1,0,0,0,0,0,81–120,0,54.0,6,6,26
Rice,Grocery,12.55,2022-06-27,1,0,0,0,0,0,≤20,0,74.0,0,6,27
Rice,Grocery,49.11,2022-06-28,1,1,0,0,0,0,21–50,0,83.0,1,6,28
Juice,Beverages,71.12,2022-06-29,1,1,0,0,0,0,51–80,0,39.0,2,6,29
Rice,Grocery,76.52,2022-06-30,1,1,0,0,0,0,51–80,0,76.0,3,6,30
Toothpaste,Personal Care,83.13,2022-07-01,1,1,0,0,0,0,81–120,0,11.0,4,7,1
Salt,Grocery,51.65,2022-07-02,1,1,0,0,0,0,51–80,0,84.0,5,7,2
Sugar,Grocery,67.89,2022-07-03,1,1,0,0,0,0,51–80,0,73.0,6,7,3
Bread,Bakery,14.11,2022-07-04,1,0,0,0,0,0,≤20,0,60.0,0,7,4
Bread,Bakery,49.44,2022-07-05,1,0,0,0,0,0,21–50,0,59.0,1,7,5
Shampoo,Personal Care,30.93,2022-07-06,1,0,0,0,0,0,21–50,0,33.0,2,7,6
Rice,Grocery,43.88,2022-07-07,1,0,0,0,0,0,21–50,0,72.0,3,7,7
Toothpaste,Personal Care,38.88,2022-07-08,1,0,0,0,0,0,21–50,0,28.0,4,7,8
Milk,Dairy,69.48,2022-07-09,1,0,0,0,0,0,51–80,0,60.0,5,7,9
Rice,Grocery,47.3,2022-07-10,1,0,0,0,0,0,21–50,0,70.0,6,7,10
Toothpaste,Personal Care,19.38,2022-07-11,1,0,0,0,0,0,≤20,0,34.0,0,7,11
Sugar,Grocery,60.12,2022-07-12,1,0,0,0,0,0,51–80,0,64.0,1,7,12
Rice,Grocery,65.93,2022-07-13,1,0,0,0,0,0,51–80,1,0.0,2,7,13
Juice,Beverages,20.66,2022-07-14,1,0,0,0,0,0,21–50,0,42.0,3,7,14
Biscuits,Snacks,46.12,2022-07-15,1,0,0,0,0,0,21–50,1,0.0,4,7,15
Soap,Personal Care,18.42,2022-07-16,1,0,0,0,0,0,≤20,0,39.0,5,7,16
Bread,Bakery,59.36,2022-07-17,1,0,0,0,0,0,51–80,1,0.0,6,7,17
Toothpaste,Personal Care,19.75,2022-07-18,1,0,0,0,0,0,≤20,0,35.0,0,7,18
Bread,Bakery,98.31,2022-07-19,1,0,0,0,0,0,81–120,0,47.0,1,7,19
Shampoo,Personal Care,17.96,2022-07-20,1,0,0,0,0,0,≤20,0,40.0,2,7,20
Salt,Grocery,66.08,2022-07-21,1,0,0,0,0,0,51–80,0,69.0,3,7,21
Salt,Grocery,23.43,2022-07-22,1,0,0,0,0,0,21–50,0,85.0,4,7,22
Toothpaste,Personal Care,68.39,2022-07-23,1,0,0,0,0,0,51–80,0,26.0,5,7,23
Shampoo,Personal Care,61.1,2022-07-24,1,0,0,0,0,0,51–80,0,17.0,6,7,24
Salt,Grocery,58.0,2022-07-25,1,0,0,0,0,0,51–80,0,72.0,0,7,25
Salt,Grocery,31.97,2022-07-26,1,0,0,0,0,0,21–50,0,83.0,1,7,26
Rice,Grocery,73.8,2022-07-27,1,0,0,0,0,0,51–80,1,0.0,2,7,27
Biscuits,Snacks,70.67,2022-07-28,1,1,0,0,0,0,51–80,0,45.0,3,7,28
Biscuits,Snacks,71.56,2022-07-29,1,1,0,0,0,0,51–80,0,45.0,4,7,29
Toothpaste,Personal Care,63.49,2022-07-30,1,1,0,0,0,0,51–80,0,28.0,5,7,30
Salt,Grocery,89.37,2022-07-31,1,1,0,0,0,0,81–120,0,71.0,6,7,31
Sugar,Grocery,17.73,2022-08-01,1,1,0,0,0,0,≤20,1,0.0,0,8,1
Juice,Beverages,98.8,2022-08-02,1,1,0,0,0,0,81–120,0,20.0,1,8,2
Sugar,Grocery,35.52,2022-08-03,1,1,0,0,0,0,21–50,0,85.0,2,8,3
Milk,Dairy,81.85,2022-08-04,1,0,0,0,0,0,81–120,0,56.0,3,8,4
Bread,Bakery,79.9,2022-08-05,1,0,0,0,0,0,51–80,0,43.0,4,8,5
Biscuits,Snacks,56.61,2022-08-06,1,0,0,0,0,0,51–80,0,43.0,5,8,6
Soap,Personal Care,32.32,2022-08-07,1,0,0,0,0,0,21–50,0,28.0,6,8,7
Milk,Dairy,97.28,2022-08-08,1,0,0,0,0,0,81–120,0,40.0,0,8,8
Toothpaste,Personal Care,58.86,2022-08-09,1,0,0,0,0,0,51–80,0,27.0,1,8,9
Toothpaste,Personal Care,61.65,2022-08-10,1,0,0,0,0,0,51–80,0,27.0,2,8,10
Biscuits,Snacks,21.54,2022-08-11,1,0,0,0,0,0,21–50,0,64.0,3,8,11
